Time,Condition,Row,Column,Sorted status,In Regions,Gate,TOF,Extinction,Green
T0,Low +,D,1,1,01011,R4,1947,2698,1404
T0,Low +,D,1,1,01011,R4,2065,2588,1497
T0,Low +,D,1,1,01011,R4,1897,2310,2546
T0,Low +,D,1,1,01011,R4,1927,2982,1026
T0,Low +,D,1,1,01011,R4,2326,2832,1157
T0,Low +,D,1,1,01011,R4,1855,2673,2846
T0,Low +,D,1,1,01011,R4,2224,1597,1372
T0,Low +,D,1,1,01011,R4,1792,2873,1472
T0,Low +,D,1,1,01011,R4,1952,2524,1239
T0,Low +,D,1,1,01011,R4,2073,2638,2516
T0,Low +,D,1,1,01011,R4,1856,2453,1946
T0,Low +,D,1,1,01011,R4,1328,1963,1088
T0,Low +,D,1,1,01011,R4,1737,2735,1835
T0,Low +,D,1,1,01011,R4,1702,2500,2897
T0,Low +,D,1,1,01011,R4,1817,2825,1891
T0,Low +,D,1,1,01011,R4,1635,1910,2800
T0,Low +,D,1,1,01011,R4,1531,1943,1448
T0,Low +,D,1,1,01011,R4,2033,3189,2437
T0,Low +,D,1,1,01011,R4,1430,2293,1045
T0,Low +,D,1,1,01011,R4,2034,2708,2026
T0,Low +,D,1,1,01011,R4,1828,2074,1341
T0,Low +,D,1,1,01011,R4,2228,3337,1641
T0,Low +,D,1,1,01011,R4,1801,2369,2562
T0,Low +,D,1,1,01011,R4,2388,3769,1277
T0,Low +,D,1,1,01011,R4,2496,3266,1801
T0,Low +,D,1,1,01011,R4,1662,2248,1457
T0,Low +,D,1,1,01011,R4,1504,2111,1078
T0,Low +,D,1,1,01011,R4,1776,1978,2440
T0,Low +,D,1,1,01011,R4,2105,2673,1181
T0,Low +,D,1,1,01011,R4,1843,2103,3027
T0,Low +,D,1,1,01011,R4,1942,2411,2014
T0,Low +,D,1,1,01011,R4,1616,1549,2465
T0,Low +,D,1,1,01011,R4,2268,2726,1929
T0,Low +,D,1,1,01011,R4,1379,1065,2188
T0,Low +,D,1,1,01011,R4,1676,2382,1101
T0,Low +,D,1,1,01011,R4,1890,2198,958
T0,Low +,D,1,1,01011,R4,1989,2035,1569
T0,Low +,D,1,1,01011,R4,1637,2201,950
T0,Low +,D,1,1,01011,R4,2171,2803,2878
T0,Low +,D,1,1,01011,R4,1538,2374,1364
T0,Low +,D,1,1,01011,R4,1635,2753,1022
T0,Low +,D,1,1,01011,R4,1749,2712,1454
T0,Low +,D,1,1,01011,R4,1973,2719,1355
T0,Low +,D,1,1,01011,R4,1921,2318,1252
T0,Low +,D,1,1,01011,R4,2209,2542,1075
T0,Low +,D,1,1,01011,R4,1739,2238,1377
T0,Low +,D,1,1,01011,R4,2561,3296,1643
T0,Low +,D,1,1,01011,R4,1977,2822,1510
T0,Low +,D,1,1,01011,R4,1578,2020,930
T0,Low +,D,1,1,01011,R4,2106,2206,1443
T0,Low +,D,1,1,01011,R4,2097,2879,970
T0,Low +,D,1,1,01011,R4,2045,2295,2086
T0,Low +,D,1,1,01011,R4,2096,2370,1575
T0,Low +,D,1,1,01011,R4,1901,2541,1260
T0,Low +,D,1,1,01011,R4,1767,2266,1084
T0,Low +,D,1,1,01011,R4,2368,3217,1366
T0,Low +,D,1,1,01011,R4,1829,2300,1101
T0,Low +,D,1,1,01011,R4,2701,3179,1381
T0,Low +,D,1,1,01011,R4,1965,2937,2917
T0,Low +,D,1,1,01011,R4,2009,3060,2069
T0,Low +,D,1,1,01011,R4,1828,2315,1014
T0,Low +,D,1,1,01011,R4,2040,2857,1700
T0,Low +,D,1,1,01011,R4,1581,2241,947
T0,Low +,D,1,1,01011,R4,2081,2898,1397
T0,Low +,D,1,1,01011,R4,2487,2258,2549
T0,Low +,D,1,1,01011,R4,1878,2117,1095
T0,Low +,D,1,1,01011,R4,1958,3004,1192
T0,Low +,D,1,1,01011,R4,2251,3235,2153
T0,Low +,D,1,1,01011,R4,1731,1959,2792
T0,Low +,D,1,1,01011,R4,1290,1962,958
T0,Low +,D,1,1,01011,R4,2092,3149,4200
T0,Low +,D,1,1,01011,R4,2205,2943,3412
T0,Low +,D,1,1,01011,R4,1980,2858,2321
T0,Low +,D,1,1,01011,R4,2000,2386,1376
T0,Low +,D,1,1,01011,R4,2457,2816,1212
T0,Low +,D,1,1,01011,R4,2000,2864,2121
T0,Low +,D,1,0,10011,R5,2480,3446,278
T0,Low +,D,1,0,10011,R5,1562,2210,365
T0,Low +,D,1,9,10111,R5,1681,2201,58.5
T0,Low +,D,1,6,10111,R5,1571,1655,83.2
T0,Low +,D,1,6,10011,R5,2016,3481,366
T0,Low +,D,1,6,10011,R5,2083,2540,418
T0,Low +,D,1,6,10011,R5,2140,2568,520
T0,Low +,D,1,6,10111,R5,1581,1762,67.7
T0,Low +,D,1,6,10011,R5,2004,2240,162
T0,Low +,D,1,6,10111,R5,1582,2399,105
T0,Low +,D,1,6,10011,R5,1803,1361,422
T0,Low +,D,1,6,10011,R5,2351,3321,383
T0,Low +,D,1,6,10011,R5,1636,1418,197
T0,Low +,D,1,6,10011,R5,1623,2281,372
T0,Low +,D,1,6,10011,R5,2044,2165,426
T0,Low +,D,1,6,10111,R5,1649,2282,71
T0,Low +,D,1,6,10011,R5,2261,2530,423
T0,Low +,D,1,6,10011,R5,2553,3189,416
T0,Low +,D,1,6,10011,R5,1706,2402,461
T0,Low +,D,1,6,10011,R5,1763,2396,442
T0,Low +,D,1,6,10011,R5,1932,2932,520
T0,Low +,D,1,6,10011,R5,2298,2903,146
T0,Low +,D,1,6,10011,R5,2307,2555,372
T0,Low +,D,1,6,10011,R5,1878,2531,445
T0,Low +,D,1,6,10011,R5,1814,2361,369
T0,Low +,D,1,6,10011,R5,1989,2536,501
T0,Low +,D,1,6,10011,R5,2293,3027,261
T0,Low +,D,1,6,10011,R5,1562,986,300
T0,Low +,D,1,6,10011,R5,2254,2233,363
T0,Low +,D,1,6,10011,R5,2330,2722,291
T0,Low +,D,1,6,10011,R5,1521,2094,341
T0,Low +,D,1,6,10011,R5,1706,1432,431
T0,Low +,D,1,6,10011,R5,2151,2636,332
T0,Low +,D,1,6,10011,R5,2116,2708,219
T0,Low +,D,1,6,10011,R5,1525,2393,347
T0,Low +,D,1,6,10011,R5,2142,2725,160
T0,Low +,D,1,10,10011,R5,2527,2888,212
T0,Low +,D,1,6,10111,R5,2334,2330,101
T0,Low +,D,1,6,10011,R5,1308,2297,400
T0,Low +,D,1,6,10011,R5,2105,2714,285
T0,Low +,D,1,6,10011,R5,2344,2618,375
T0,Low +,D,1,6,10011,R5,2256,2472,507
T0,Low +,D,1,16,10011,R5,1757,2606,348
T0,Low +,D,1,6,10011,R5,2075,2411,431
T0,Low +,D,1,6,10011,R5,2151,2411,464
T0,Low +,D,1,6,10011,R5,2442,2625,561
T0,Low +,D,1,6,10011,R5,2181,2435,454
T0,Low +,D,1,9,10011,R5,1703,2276,326
T0,Low +,D,1,6,10011,R5,2591,2951,171
T0,Low +,D,1,6,10011,R5,2156,2921,557
T0,Low +,D,1,6,10011,R5,2337,2768,471
T0,Low +,D,1,6,10111,R5,2379,3094,134
T0,Low +,D,1,6,10011,R5,1369,1957,283
T0,Low +,D,1,6,10011,R5,2802,2786,284
T0,Low +,D,1,6,10011,R5,2250,2966,417
T0,Low +,D,1,6,10111,R5,1439,2017,50.8
T0,Low -,D,2,1,00011,R2,1873,1923,839
T0,Low -,D,2,1,00011,R2,2093,2917,657
T0,Low -,D,2,1,00011,R2,2349,2890,776
T0,Low -,D,2,1,00011,R2,2820,2954,1028
T0,Low -,D,2,1,00011,R2,2023,2710,886
T0,Low -,D,2,1,00011,R2,1877,1956,866
T0,Low -,D,2,1,00011,R2,1447,2528,716
T0,Low -,D,2,1,00011,R2,1537,1839,582
T0,Low -,D,2,1,00011,R2,1679,2198,730
T0,Low -,D,2,1,00011,R2,2170,3084,644
T0,Low -,D,2,1,00011,R2,2327,3167,646
T0,Low -,D,2,1,00011,R2,1784,2682,601
T0,Low -,D,2,1,00011,R2,1650,1925,749
T0,Low -,D,2,1,00011,R2,2199,2383,610
T0,Low -,D,2,1,00011,R2,2344,2681,918
T0,Low -,D,2,1,00011,R2,2313,3222,1009
T0,Low -,D,2,1,00011,R2,1745,2413,682
T0,Low -,D,2,1,00011,R2,2047,3234,735
T0,Low -,D,2,1,00011,R2,2334,2975,831
T0,Low -,D,2,1,00011,R2,2285,2642,747
T0,Low -,D,2,1,00011,R2,2179,2592,666
T0,Low -,D,2,1,00011,R2,1894,2402,553
T0,Low -,D,2,1,00011,R2,1431,2143,751
T0,Low -,D,2,1,00011,R2,2235,3117,793
T0,Low -,D,2,1,00011,R2,2094,2644,663
T0,Low -,D,2,1,00011,R2,2102,2422,848
T0,Low -,D,2,1,00011,R2,1522,852,15.5
T0,Low -,D,2,1,00011,R2,1942,2140,681
T0,Low -,D,2,1,00011,R2,2083,2105,884
T0,Low -,D,2,1,00011,R2,2392,2403,694
T0,Low -,D,2,1,00011,R2,2022,2454,656
T0,Low -,D,2,1,00011,R2,2659,3558,891
T0,Low -,D,2,1,00011,R2,2214,3030,764
T0,Low -,D,2,1,00011,R2,1386,1674,620
T0,Low -,D,2,1,00011,R2,1721,2480,819
T0,Low -,D,2,1,00011,R2,2291,2697,940
T0,Low -,D,2,1,00011,R2,2347,2651,844
T0,Low -,D,2,1,00011,R2,2342,2780,635
T0,Low -,D,2,1,00011,R2,2167,2700,636
T0,Low -,D,2,1,00011,R2,2243,3072,928
T0,Low -,D,2,1,00011,R2,2285,2941,1005
T0,Low -,D,2,1,00011,R2,1927,2930,604
T0,Low -,D,2,1,00011,R2,2146,2415,797
T0,Low -,D,2,1,00011,R2,2037,2174,736
T0,Low -,D,2,1,00011,R2,2164,3232,851
T0,Low -,D,2,1,00011,R2,2059,2178,705
T0,Low -,D,2,1,00011,R2,2188,2888,822
T0,Low -,D,2,1,00011,R2,1839,2097,630
T0,Low -,D,2,1,00011,R2,2114,2710,649
T0,Low -,D,2,1,00011,R2,1437,1533,759
T0,Low -,D,2,1,00011,R2,1937,2653,650
T0,Low -,D,2,1,00011,R2,1244,1956,275
T0,Low -,D,2,1,00011,R2,1456,2526,529
T0,Low -,D,2,1,00111,R3,1995,2178,32.8
T0,Low -,D,2,1,00111,R3,1695,2137,36.2
T0,Low -,D,2,1,01011,R4,2024,2749,2300
T0,Low -,D,2,1,01011,R4,2489,3310,3063
T0,Low -,D,2,1,01011,R4,2105,2884,2269
T0,Low -,D,2,1,01011,R4,2452,3428,1899
T0,Low -,D,2,1,01011,R4,1956,2594,1894
T0,Low -,D,2,1,01011,R4,1699,2388,2629
T0,Low -,D,2,1,01011,R4,1939,2418,2314
T0,Low -,D,2,1,01011,R4,1658,2510,1301
T0,Low -,D,2,1,01011,R4,2070,2646,1311
T0,Low -,D,2,1,01011,R4,2343,3287,1053
T0,Low -,D,2,1,01011,R4,1983,2206,2866
T0,Low -,D,2,1,01011,R4,2169,2940,1468
T0,Low -,D,2,1,01011,R4,1620,2314,2923
T0,Low -,D,2,1,01011,R4,2334,3062,1114
T0,Low -,D,2,1,01011,R4,2334,3122,1737
T0,Low -,D,2,1,01011,R4,2389,2578,2284
T0,Low -,D,2,1,01011,R4,2099,2867,2767
T0,Low -,D,2,1,01011,R4,1848,2215,1453
T0,Low -,D,2,1,01011,R4,1656,2356,2260
T0,Low -,D,2,1,01011,R4,1994,2818,3253
T0,Low -,D,2,1,01011,R4,1870,2905,2012
T0,Low -,D,2,1,01011,R4,1786,2901,1108
T0,Low -,D,2,1,01011,R4,2099,3327,1205
T0,Low -,D,2,1,01011,R4,1799,2452,1035
T0,Low -,D,2,1,01011,R4,1541,2511,974
T0,Low -,D,2,1,01011,R4,2592,3467,1297
T0,Low -,D,2,1,01011,R4,1489,1450,1032
T0,Low -,D,2,1,01011,R4,2115,3134,2124
T0,Low -,D,2,1,01011,R4,1744,1801,1095
T0,Low -,D,2,1,01011,R4,1660,2573,1227
T0,Low -,D,2,1,01011,R4,1538,1570,890
T0,Low -,D,2,1,01011,R4,1682,2111,1122
T0,Low -,D,2,1,01011,R4,2711,4013,1116
T0,Low -,D,2,1,01011,R4,2116,2467,1102
T0,Low -,D,2,1,01011,R4,1853,2605,2845
T0,Low -,D,2,1,01011,R4,1774,2494,3165
T0,Low -,D,2,1,01011,R4,1996,2656,1461
T0,Low -,D,2,1,01011,R4,2115,3067,1531
T0,Low -,D,2,1,01011,R4,1872,2140,1053
T0,Low -,D,2,1,01011,R4,2269,3381,1181
T0,Low -,D,2,1,01011,R4,1903,2651,2680
T0,Low -,D,2,1,01011,R4,2232,2712,1322
T0,Low -,D,2,1,01011,R4,1985,1742,1802
T0,Low -,D,2,1,01011,R4,2208,3006,1212
T0,Low -,D,2,1,01011,R4,1395,1920,1622
T0,Low -,D,2,1,01011,R4,1410,2095,1453
T0,Low -,D,2,1,01011,R4,2007,2536,2114
T0,Low -,D,2,1,01011,R4,2045,2687,972
T0,Low -,D,2,1,01011,R4,2197,3002,2378
T0,Low -,D,2,1,01011,R4,2254,2704,1545
T0,Low -,D,2,1,01011,R4,2034,2080,1136
T0,Low -,D,2,1,01011,R4,2326,2557,1919
T0,Low -,D,2,1,01011,R4,1947,2343,2995
T0,Low -,D,2,1,01011,R4,1816,2386,1729
T0,Low -,D,2,1,01011,R4,1944,2787,2695
T0,Low -,D,2,1,01011,R4,2095,2903,3373
T0,Low -,D,2,1,01011,R4,1708,2425,2074
T0,Low -,D,2,1,01011,R4,2383,2705,1719
T0,Low -,D,2,1,01011,R4,1739,2489,1520
T0,Low -,D,2,1,01011,R4,1906,2510,1454
T0,Low -,D,2,1,01011,R4,2014,2309,1121
T0,Low -,D,2,1,01011,R4,2551,3364,1128
T0,Low -,D,2,1,01011,R4,2275,2823,1112
T0,Low -,D,2,1,01011,R4,1685,2532,2073
T0,Low -,D,2,1,01011,R4,1595,2575,1068
T0,Low -,D,2,1,01011,R4,1871,2457,1062
T0,Low -,D,2,1,01011,R4,2308,2912,1175
T0,Low -,D,2,1,01011,R4,1483,2544,2390
T0,Low -,D,2,1,01011,R4,1927,2733,1297
T0,Low -,D,2,9,10111,R5,1962,2527,121
T0,Low -,D,2,6,10011,R5,1756,2411,262
T0,Low -,D,2,6,10011,R5,2417,2945,187
T0,Low -,D,2,6,10111,R5,2430,3006,135
T0,Low -,D,2,6,10011,R5,2045,1850,459
T0,Low -,D,2,6,10111,R5,1773,1419,112
T0,Low -,D,2,10,10111,R5,1799,2485,81.8
T0,Low -,D,2,6,10011,R5,2660,2563,338
T0,Low -,D,2,6,10011,R5,1907,2537,236
T0,Low -,D,2,6,10011,R5,2135,2535,166
T0,Low -,D,2,6,10011,R5,2187,2989,365
T0,Low -,D,2,6,10011,R5,2398,3167,534
T0,Low -,D,2,6,10011,R5,2835,2988,438
T0,Low -,D,2,6,10011,R5,1588,2311,449
T0,Low -,D,2,6,10011,R5,1608,1374,419
T0,Low -,D,2,6,10011,R5,1357,1985,264
T0,Low -,D,2,6,10011,R5,2709,3280,452
T0,Low -,D,2,6,10011,R5,2413,2889,337
T0,Low -,D,2,6,10011,R5,1991,2406,278
T0,Low -,D,2,6,10011,R5,1601,2023,313
T0,Low -,D,2,6,10011,R5,1706,2556,384
T0,Low -,D,2,6,10111,R5,1837,1565,57.5
T0,Low -,D,2,6,10011,R5,2299,2156,150
T0,Low -,D,2,6,10011,R5,1578,2144,219
T0,Low -,D,2,6,10011,R5,2218,2671,458
T0,Low -,D,2,6,10111,R5,2045,1689,60.4
T0,Low -,D,2,10,10011,R5,2418,3335,559
T0,Low -,D,2,6,10011,R5,2548,3207,316
T0,Low -,D,2,6,10111,R5,1986,2925,72.4
T0,Low -,D,2,6,10011,R5,1630,2424,380
T0,Low -,D,2,23,10011,R5,2184,2680,360
T0,Low -,D,2,6,10011,R5,2143,2915,522
T0,Low -,D,2,6,10011,R5,2187,3101,489
T0,Low -,D,2,6,10011,R5,2020,2188,171
T0,Low -,D,2,6,10011,R5,2325,2509,265
T0,Low -,D,2,6,10011,R5,1614,2494,145
T0,Low -,D,2,6,10011,R5,1879,2198,297
T0,Low -,D,2,6,10111,R5,1951,2487,58.1
T0,Low -,D,2,6,10011,R5,1768,2611,212
T0,Low -,D,2,23,10011,R5,1942,2359,393
T0,Low -,D,2,6,10011,R5,2287,2621,497
T0,Low -,D,2,6,10011,R5,1551,1938,482
T0,Low -,D,2,9,10111,R5,2184,1607,58.3
T0,Low -,D,2,6,10111,R5,2027,2427,60.7
T0,Low -,D,2,6,10011,R5,1618,2494,337
T0,Low -,D,2,6,10011,R5,2416,3342,393
T0,Low -,D,2,6,10111,R5,1513,1585,51.5
T0,Low -,D,2,6,10011,R5,2279,2264,398
T0,Low -,D,2,6,10011,R5,1996,2954,158
T0,Low -,D,2,6,10011,R5,2361,2998,552
T0,Low -,D,2,6,10011,R5,2582,2964,147
T0,Low -,D,2,6,10111,R5,2201,2983,68.5
T0,Low -,D,2,6,10011,R5,2454,2713,210
T0,Low -,D,2,6,10011,R5,2566,3009,584
T0,Low -,D,2,6,10011,R5,2130,2998,552
T0,Low -,D,2,10,10011,R5,1617,2646,293
T0,Low -,D,2,6,10011,R5,2064,2691,167
T0,High +,E,1,1,00011,R2,2008,2107,944
T0,High +,E,1,1,00011,R2,1808,2641,543
T0,High +,E,1,1,00011,R2,2312,2847,973
T0,High +,E,1,1,00011,R2,2415,2597,792
T0,High +,E,1,1,00011,R2,2089,3061,600
T0,High +,E,1,1,00011,R2,2057,2604,890
T0,High +,E,1,1,00011,R2,1490,2417,516
T0,High +,E,1,1,00011,R2,2222,3253,834
T0,High +,E,1,1,00011,R2,1973,2679,648
T0,High +,E,1,1,00011,R2,1741,2443,780
T0,High +,E,1,1,00011,R2,2327,3085,611
T0,High +,E,1,1,00011,R2,1851,2473,683
T0,High +,E,1,1,00011,R2,1841,2473,822
T0,High +,E,1,1,00011,R2,1728,1932,602
T0,High +,E,1,1,00011,R2,1982,2325,711
T0,High +,E,1,1,00011,R2,2167,2174,966
T0,High +,E,1,1,00011,R2,1963,2078,603
T0,High +,E,1,1,00011,R2,2271,2778,924
T0,High +,E,1,1,00011,R2,2067,2484,800
T0,High +,E,1,1,00011,R2,2075,2738,677
T0,High +,E,1,1,00011,R2,2768,3208,945
T0,High +,E,1,1,00011,R2,2657,3776,894
T0,High +,E,1,1,00011,R2,2214,2740,770
T0,High +,E,1,1,00111,R3,2346,2016,35.8
T0,High +,E,1,0,01011,R4,2129,2600,2456
T0,High +,E,1,6,01011,R4,2094,2646,1187
T0,High +,E,1,13,01011,R4,2177,3050,3027
T0,High +,E,1,6,01011,R4,2012,2373,1277
T0,High +,E,1,6,01011,R4,2060,2539,1918
T0,High +,E,1,6,01011,R4,2175,2230,1043
T0,High +,E,1,10,01011,R4,1745,2607,959
T0,High +,E,1,9,01011,R4,2180,2550,2515
T0,High +,E,1,10,01011,R4,2204,3062,1416
T0,High +,E,1,6,01011,R4,2142,2955,1266
T0,High +,E,1,6,01011,R4,2005,2935,1033
T0,High +,E,1,6,01011,R4,1841,2319,1685
T0,High +,E,1,6,01011,R4,2434,2994,1086
T0,High +,E,1,6,01011,R4,1593,2565,912
T0,High +,E,1,6,01011,R4,1701,1977,2080
T0,High +,E,1,6,01011,R4,1318,1931,2033
T0,High +,E,1,6,01011,R4,2022,2461,1192
T0,High +,E,1,6,01011,R4,1519,2408,1328
T0,High +,E,1,6,01011,R4,2257,3067,1836
T0,High +,E,1,6,01011,R4,1767,2511,952
T0,High +,E,1,10,01011,R4,1699,2412,1786
T0,High +,E,1,9,01011,R4,2280,3006,1994
T0,High +,E,1,6,01011,R4,2245,3087,2383
T0,High +,E,1,6,01011,R4,2066,2648,3259
T0,High +,E,1,6,01011,R4,2078,3219,1165
T0,High +,E,1,6,01011,R4,2001,2222,1208
T0,High +,E,1,6,01011,R4,2260,2439,1159
T0,High +,E,1,6,01011,R4,2450,2828,1232
T0,High +,E,1,6,01011,R4,2251,3160,1273
T0,High +,E,1,9,01011,R4,1885,2438,1870
T0,High +,E,1,6,01011,R4,2165,3223,1835
T0,High +,E,1,6,01011,R4,1994,2859,1027
T0,High +,E,1,6,01011,R4,2460,3059,1983
T0,High +,E,1,6,01011,R4,1848,2687,941
T0,High +,E,1,6,01011,R4,1733,2605,993
T0,High +,E,1,6,01011,R4,1588,1940,1018
T0,High +,E,1,6,01011,R4,1706,2004,1952
T0,High +,E,1,6,01011,R4,1628,2515,1145
T0,High +,E,1,6,01011,R4,1659,1730,1358
T0,High +,E,1,6,01011,R4,1949,2136,2744
T0,High +,E,1,6,01011,R4,2099,3050,3713
T0,High +,E,1,6,01011,R4,1962,2495,2338
T0,High +,E,1,6,01011,R4,2012,2693,2813
T0,High +,E,1,6,01011,R4,1763,2569,2354
T0,High +,E,1,10,01011,R4,2013,2713,2720
T0,High +,E,1,9,01011,R4,2012,1993,3427
T0,High +,E,1,6,01011,R4,1576,2332,974
T0,High +,E,1,6,01011,R4,1735,2043,943
T0,High +,E,1,6,01011,R4,2347,3152,2762
T0,High +,E,1,6,01011,R4,2055,2484,1188
T0,High +,E,1,6,01011,R4,2401,3351,3313
T0,High +,E,1,6,01011,R4,2010,2558,1530
T0,High +,E,1,6,01011,R4,2387,3092,1379
T0,High +,E,1,6,01011,R4,1359,2068,1041
T0,High +,E,1,6,01011,R4,2374,2916,1355
T0,High +,E,1,6,01011,R4,2239,2387,2951
T0,High +,E,1,6,01011,R4,2249,3394,2920
T0,High +,E,1,6,01011,R4,2135,2724,2298
T0,High +,E,1,6,01011,R4,2073,2281,1675
T0,High +,E,1,1,10011,R5,1849,2649,375
T0,High +,E,1,1,10011,R5,2197,3232,549
T0,High +,E,1,16,10011,R5,1424,2131,421
T0,High +,E,1,1,10011,R5,1289,1508,187
T0,High +,E,1,1,10011,R5,1810,2753,275
T0,High +,E,1,1,10011,R5,2605,2299,439
T0,High +,E,1,1,10011,R5,1593,1876,513
T0,High +,E,1,1,10011,R5,1957,2491,386
T0,High +,E,1,1,10011,R5,2198,2690,177
T0,High +,E,1,1,10011,R5,2086,2685,387
T0,High +,E,1,1,10011,R5,1695,2277,291
T0,High +,E,1,1,10011,R5,2148,2842,144
T0,High +,E,1,1,10011,R5,1918,2559,530
T0,High +,E,1,1,10011,R5,2146,3142,293
T0,High +,E,1,1,10011,R5,2024,2838,411
T0,High +,E,1,1,10011,R5,1832,2047,517
T0,High +,E,1,1,10011,R5,2173,2381,240
T0,High +,E,1,1,10011,R5,2135,2768,158
T0,High +,E,1,1,10011,R5,1954,2984,482
T0,High +,E,1,1,10111,R5,1781,2374,77.9
T0,High +,E,1,1,10011,R5,1357,1636,273
T0,High +,E,1,1,10011,R5,2137,2259,466
T0,High +,E,1,1,10111,R5,1501,1459,104
T0,High +,E,1,1,10011,R5,1645,1710,397
T0,High +,E,1,1,10011,R5,2079,2057,511
T0,High +,E,1,1,10011,R5,2237,2515,147
T0,High +,E,1,1,10011,R5,1620,2576,266
T0,High +,E,1,1,10011,R5,2037,3094,263
T0,High +,E,1,1,10011,R5,2113,2844,538
T0,High +,E,1,1,10011,R5,1479,1961,373
T0,High +,E,1,1,10011,R5,2047,2241,319
T0,High +,E,1,1,10011,R5,2558,2320,363
T0,High +,E,1,1,10011,R5,2403,2282,461
T0,High +,E,1,1,10011,R5,2002,1938,200
T0,High +,E,1,1,10011,R5,2454,2847,453
T0,High +,E,1,1,10011,R5,1884,2281,301
T0,High +,E,1,1,10011,R5,2145,2730,171
T0,High +,E,1,1,10011,R5,2675,3217,390
T0,High +,E,1,1,10111,R5,1779,2649,80
T0,High +,E,1,1,10011,R5,1353,2156,336
T0,High +,E,1,1,10011,R5,2369,2976,543
T0,High +,E,1,1,10011,R5,2035,2667,353
T0,High +,E,1,1,10011,R5,1758,2512,368
T0,High -,E,2,1,00011,R2,2051,2539,568
T0,High -,E,2,1,00011,R2,2248,2579,658
T0,High -,E,2,1,00011,R2,1502,2153,500
T0,High -,E,2,1,00011,R2,1916,2911,672
T0,High -,E,2,1,00011,R2,1777,2640,647
T0,High -,E,2,1,00011,R2,2286,2554,598
T0,High -,E,2,1,00011,R2,2025,2161,831
T0,High -,E,2,1,00011,R2,2412,3225,982
T0,High -,E,2,1,00011,R2,1841,2396,609
T0,High -,E,2,1,00011,R2,1793,2794,632
T0,High -,E,2,1,00011,R2,2044,2099,642
T0,High -,E,2,1,00011,R2,2003,2747,611
T0,High -,E,2,1,00011,R2,1598,2544,546
T0,High -,E,2,1,00011,R2,1242,2010,1695
T0,High -,E,2,1,00011,R2,2045,2424,756
T0,High -,E,2,1,00011,R2,1901,2567,732
T0,High -,E,2,1,00011,R2,2177,2941,916
T0,High -,E,2,1,00011,R2,2034,2668,890
T0,High -,E,2,1,00011,R2,1973,2442,658
T0,High -,E,2,1,00011,R2,1929,2705,650
T0,High -,E,2,1,00011,R2,2280,2507,613
T0,High -,E,2,1,00011,R2,2209,2947,809
T0,High -,E,2,1,00011,R2,1739,2749,863
T0,High -,E,2,1,00011,R2,2294,3080,877
T0,High -,E,2,1,00011,R2,2067,2712,655
T0,High -,E,2,1,00011,R2,1432,2254,508
T0,High -,E,2,1,00011,R2,2439,3083,693
T0,High -,E,2,1,00011,R2,2195,2677,839
T0,High -,E,2,1,00011,R2,2233,3212,819
T0,High -,E,2,1,00011,R2,1242,1819,1122
T0,High -,E,2,1,00011,R2,2158,3206,816
T0,High -,E,2,1,00011,R2,1863,2622,793
T0,High -,E,2,1,00011,R2,2067,2317,942
T0,High -,E,2,1,00111,R3,1926,2011,35.8
T0,High -,E,2,0,01011,R4,1826,2832,2563
T0,High -,E,2,6,01011,R4,2321,2512,1405
T0,High -,E,2,10,01011,R4,1789,2459,1163
T0,High -,E,2,6,01011,R4,1885,1854,3323
T0,High -,E,2,6,01011,R4,1544,2444,1034
T0,High -,E,2,6,01011,R4,1771,2498,1333
T0,High -,E,2,10,01011,R4,2284,3254,1052
T0,High -,E,2,6,01011,R4,1997,2051,3616
T0,High -,E,2,6,01011,R4,2012,2877,2843
T0,High -,E,2,9,01011,R4,2020,2398,2188
T0,High -,E,2,6,01011,R4,1723,2447,1355
T0,High -,E,2,6,01011,R4,2086,2441,2176
T0,High -,E,2,6,01011,R4,1660,2384,1271
T0,High -,E,2,6,01011,R4,2151,2843,2309
T0,High -,E,2,10,01011,R4,2568,3366,2146
T0,High -,E,2,6,01011,R4,1583,2343,2505
T0,High -,E,2,6,01011,R4,1438,1556,2383
T0,High -,E,2,6,01011,R4,1965,2349,1404
T0,High -,E,2,6,01011,R4,2148,2895,1307
T0,High -,E,2,6,01011,R4,1999,2274,2629
T0,High -,E,2,6,01011,R4,2020,2599,1453
T0,High -,E,2,6,01011,R4,2437,3122,1531
T0,High -,E,2,9,01011,R4,1620,2241,2889
T0,High -,E,2,6,01011,R4,1805,2050,1187
T0,High -,E,2,6,01011,R4,1981,2986,2631
T0,High -,E,2,6,01011,R4,2369,2965,1320
T0,High -,E,2,6,01011,R4,2411,2975,1168
T0,High -,E,2,6,01011,R4,2348,3211,1191
T0,High -,E,2,6,01011,R4,2236,2610,1136
T0,High -,E,2,6,01011,R4,2605,3311,1510
T0,High -,E,2,9,01011,R4,2584,3083,1408
T0,High -,E,2,6,01011,R4,1601,2017,1633
T0,High -,E,2,6,01011,R4,2084,2547,986
T0,High -,E,2,6,01011,R4,2403,2986,3207
T0,High -,E,2,6,01011,R4,1599,2244,906
T0,High -,E,2,6,01011,R4,1951,2993,2780
T0,High -,E,2,9,01011,R4,1751,2157,1504
T0,High -,E,2,6,01011,R4,2546,3660,1334
T0,High -,E,2,6,01011,R4,1639,2267,938
T0,High -,E,2,6,01011,R4,2007,2492,1732
T0,High -,E,2,10,01011,R4,1749,2166,2824
